C1, 3.20, 5.10, 270.00, 0.1µF, C0402
CON1, 0.00, 0.66, 180.00, CON-4P-TABS-JST_GH-RA, JST_GH-4P-RA
IC1, 0.63, 5.10, 180.00, TJA1051, SOT782-1
LED1, 5.50, -0.80, 90.00, GREEN, 0402_LED
LED2, -5.50, 0.05, 0.00, LTST-C19HE1WT, LITE_ON_RGB_LED
R1, -2.70, 5.13, 90.00, 1K, R0402
R2, 5.50, 1.28, 90.00, 1K, R0402
R3, -3.75, 4.20, 90.00, 1K, R0402
R4, -4.80, 4.20, 90.00, 1K, R0402
R5, -5.85, 4.20, 90.00, 1K, R0402
